Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=3e617a8ed7934773,Quant 트레이딩 부문,벨에포크자산운용 대한민국,,"거시경제 데이터 관리 3. 지원자격 및 우대사항 (1)필수사항 -투자자산운용사 보유, Python, 엑셀 VBA 사용 능력자 ( Python 패키지 : Scikit-learn, Keras, Tensorflow 활용가능) (엑셀..."
https://kr.indeed.com/viewjob?jk=56bcae4fcfe15488,연동개발팀 직,NHN Edu 4.4 성남 판교역,,"우대사항 - 범용 웹 크롤러 플랫폼 개발 - 운영 자동화 도구 개발 - 크롤링 관련 데이터 분석 - Python, Ruby 언어 중 1개 이상의 개발 경험 - 배치 소프트웨어 혹은 웹 개발 가능자 - 개발 경험 2..."
https://kr.indeed.com/viewjob?jk=7e259408fd9b4f9c,악성코드 및 엔드포인트 위협 대응 보안 엔지니어 (경력),카카오 4.2 성남 판교역,,"수집/분석 및 테스트 가능하신 분 침해사고대응 가능하신 분 #우대사항 Splunk, ES, EDR 경험자 Python/Linux shell script 중급 이상 가능자 이슈를 적극적으로 발견하고 개선하고자 하는 능동적인..."
https://kr.indeed.com/viewjob?jk=5931380bf0919d90,제2020-1회 수리 및 계산 과학 연구단 데이터사이언스그룹 연구직,기초과학연구원 대전,,우수 국제 컨퍼런스 혹은 국제저널 논문 게재자 · 분석언어와 도구를 하나 이상 능숙하게 다룰 수 있는 자( Python/R/Scala/Scikit-learn/Spark/TensorFlow/PyTorch) · 로그 수준의 데이터...
https://kr.indeed.com/viewjob?jk=212ca67d161b7162,2020 Market Data Analyst - Seoul (Korean...,Bloomberg 서울,,"languages (e.g. Python, R, JavaScript... programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL..."
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.2 성남 판교역,,등 기타 카카오 서비스 영역 전반 지원자격 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어(R/ Python) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항 머신...
https://kr.indeed.com/viewjob?jk=8e2147693973f86d,네트워크 보안,NHN 4.4 성남 판교역,,"환경의 네트워크 보안 설계/적용/운영 경험 - 기업용 네트워크장비 설정 및 구조 설계 가능자 - Python, Script Language 활용 능력 공통지원자격 - 병역필 혹은 면제로 해외여행에 결격 사유가..."
https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9,Data Analyst,레이니스트 서울,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9,AI/빅데이터 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/ Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=f281c810daf0e10d,카카오 네트워크 엔지니어,카카오 4.2 성남 판교역,,"있는 자신감 넘치시는 분 (기술, 응대 모든 면에서) 해외여행 결격사유 없는 분 선호 자격 bash, python 등을 이용한 인프라 관리 자동화 스크립트 가능하신 분 인프라 운영 및 관리 관련 Tool 개발/경험이 있으..."
https://kr.indeed.com/viewjob?jk=a459013391a3d600,Solutions Architect,Cloudera 대한민국,,"tools Familiarity with scripting tools... bash shell scripts, Python... Perl, Ansible, Chef, Puppet Solid background..."
https://kr.indeed.com/viewjob?jk=2615f45e6f912c05,"Customer Solutions Engineer, Global Clie...",Google 4.3 서울,,"general purpose programming language (e.g., Java, C/C++, Python). Preferred qualifications: Experience... online..."
https://kr.indeed.com/viewjob?jk=b35da47f5e84c9b4,콘텐츠서비스개발팀 - 데이터분석가,Nexon 성남 분당구,,"적인 문제 해결 및 커뮤니케이션 능력 - 새로운 기술 습득에 능동적이고 거부감이 없는 분 우대사항 - Python , Scala 을 이용한 데이터분석 능력 - SQL 기본 활용 능력 - 통계 및 분석에 대한 이론 지식..."
https://kr.indeed.com/viewjob?jk=b1c8dcf6b4990bbd,2020 전문연구요원 공개 채용,넷마블 서울 구로구,,"제작 과정을 고도화하기 위한 인공지능 기술 연구 개발 자격요건 * 보충역/전직 대상자에 한해 지원 가능 - Python, Java, C++ 등 한 가지 이상의 프로그래밍 언어 프레임워크 능력 - 디자인 패턴 기반 설계 및..."
https://kr.indeed.com/viewjob?jk=a358a39da5dfc360,[NAVERxLINE] Global Ad Data Engineer/AI...,네이버 대한민국,,"Engineering [자격요건 ] - Java, Scala, Python 등의 언어를 활용한 소프트웨어 개발 역량 - 리눅스 환경에서의 시스템 개발... 워크 기반 개발 가능하신 분 - Python, Java, Scala 중 1..."
https://kr.indeed.com/viewjob?jk=7d85150a375cfacf,[Search] BigData and AI Platform S/W엔지니어...,네이버 대한민국,,터에서 수행되는 다양한 작업에 대한 문제 해결과 성능 향상을 위한 기술 제안 [필수조건] - Java / Python / C / C++ 개발 가능 (경력사원의 경우 1년 이상의 경력) - 리눅스 환경에서의 개발 경험 - 우수...
https://kr.indeed.com/viewjob?jk=69b824318cebcbb9,Cross Border e-Commerce - Business Intel...,Shopee 서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=3a08c7089343733d,광고팀 - 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
https://kr.indeed.com/viewjob?jk=092d062a6faa7139,데이터 분석가,카카오 4.2 성남 판교역,,"만한 무언가(실력/열정) 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) 데이터 기반 프로젝트 경험이 있으신 분 (예: 통계 분석 프로젝트) 어떤 일이라도 중요하게 여기..."
https://kr.indeed.com/viewjob?jk=6c6ccc05ec15dc41,Design for Test (DFT) Engineer,SiFive 대한민국,,"power intent (UPF/CPF). Good scripting skills using Tcl, Perl, Python, Makefile and Shell scripts Preferred qualifications..."
https://kr.indeed.com/viewjob?jk=4688f7b98878484e,Security Engineer,이베이 코리아 대한민국,,"시스템 개발 경험이 있고 개발이 가능하신 분 - 시스템 설계 , 개발 , 운영 경험을 두루 갖추신 분 - Python, Java 개발이 능숙하신 분 - 이상거래 탐지의 가치를 누구보다 잘 아시는 분 - AI를 이용해서 탐지..."
https://kr.indeed.com/viewjob?jk=433ceb4487baf3dc,"Cyber Risk Management Analyst, Mid",Booz Allen Hamilton 경기도 평택,,Competitions — From programming competitions at our PyNights ( Python competition and learning events) to competing in CTFs...
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,마이뮤직테이스트 서울 논현동,,"language (i.e Python, Ruby, Java, .Net... High proficiency in Python... knowledge... least one Python web framework..."
https://kr.indeed.com/viewjob?jk=4233609a843b5e96,분석지원팀 - 데이터 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
https://kr.indeed.com/viewjob?jk=b4979096d15bccbd,글로벌 소셜카지노 Product Manager (Live Ops & Da...,네오위즈 대한민국,,능력을 보유하신 분 5. 유관 업무 경력을 3년이상 보유하신 분 1. 능숙한 통계 분석 툴(SQL/R/ Python) 사용 역량을 보유하신 분 2. 사용자 행동에 대한 정량적 데이터 분석 업무 경험을 가지고 계신 분 3...
https://kr.indeed.com/viewjob?jk=f7d997676f80e247,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행 성남 분당구,,"래밍 언어를 사용하여 개발/운영 경험이 있으신 분 (단, Java, Python 중 1개의 언어는 필수) · SQL, NoSQL 기반 개발/운영 경험... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=8d81a4db5165ec80,2020년 하반기 IT전공자 위한 빅데이터 취업연계교육,중앙에이치티에이 서울 종로구,"연봉 30,000,000원 - 32,000,000원","전형차 실무자면접 제출서류 이력서 및 자기소개서 직무/산업 직무별(직종) 인공지능(AI).빅데이터빅데이터, 머신러닝, 사물인터넷(IoT), DataAnalysis, Hadoop, R, Python 산업별(업종) 학교 교육기관"
https://kr.indeed.com/viewjob?jk=cd8ee27085e6a2ff,머신러닝/딥러닝,NHN 4.4 성남 판교역,,"PyTorch 개발 경험 - 고속 병렬 처리 관련 지식/개발 경험 - C++, Java, Python 개발 경험 [Computer Vision 연구개발] Job Description 자격요건 우대사항 - 딥러닝..."
https://kr.indeed.com/viewjob?jk=e1719c3044cb5bd1,정보보안 담당자,Nexon 성남 분당구,,이벤트 분석 능력 또는 상관관계 이벤트 분석 능력 보유 > OS 및 네트워크 관련 기초 지식 보유 > python 등의 간단한 스크립트 작성 능력보유 > 타인과의 원활한 커뮤니케이션 자세 > 새로운 기술에 대한 적극적...
https://kr.indeed.com/viewjob?jk=b009f7aa9de5ef48,"Cyber Defensive Operator, Mid",Booz Allen Hamilton 경기도 평택,,"programming languages, including Bash, Python, or PowerShell BA or BS degree... our PyNights ( Python competition..."
https://kr.indeed.com/viewjob?jk=55537575b7dd8d87,Physical Implementation Engineer,SiFive 대한민국,,"optimization Good scripting skills using Tcl, Perl, Python, Makefile and Shell scripts Preferred qualifications Experience..."
https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2,분석실 - 베이지안 분석 전문가,Nexon 성남 분당구,,"동으로부터 피드백을 받아 최적화 모델을 개선합니다. - 주요 활용 tool : SQL, zeppelin, python, tableau 지원자격 - (필수) 논리적이고 체계적인 문제 해결 및 커뮤니케이션 능력을 소유하신 분..."
https://kr.indeed.com/viewjob?jk=a4946f6098077a45,[개발]Python 백엔드 개발자(정규직),위메프 2.8 대한민국,,"3년 이상자 - Python 개발 경험 보유자 - 개발 환경 변화에 유연한 자(새로운 언어 및 새로운 시스템 적용 등) [우대사항] - 마이크로서비스 아키텍처에 대해 이해하고 있는자 - Python Django, Flask..."
https://kr.indeed.com/viewjob?jk=466ed639df372448,[판교]기술지원,NHN Service] [판교 4.4 경기도,,"Linux, Windows Server 트러블 슈팅 숙련자 - 2년 이상의 개발 경험자(PHP, Python 등) 본 채용은 상시 채용으로 면접이 수시로 진행되며, 先지원자에게 기회가 먼저 부여되므로 빠른 지원 바랍니..."
https://kr.indeed.com/viewjob?jk=d7a5d7d67068b597,Django + Python 웹개발,(주)딕스코리아 서울 가산디지털단지역,"연봉 40,000,000원 - 45,000,000원",Django Framework 유경험자 우대 Python 경력자 우대 Django + Python 환경에서 웹개발 경력자를 모십니다. 프론트엔드... 년 (필수) * Django & Python: 2년 (선호) * 웹프론트개...
https://kr.indeed.com/viewjob?jk=7c7f6f9c070d78bd,Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축 서울특별시,,"대한 기본 이해(Git 등)"" Skill - Robot Application 개발 기술: C#, C++, Python, ROS, Linux 등 - Machine Learning 적용 알고리즘 구현 및 운영 - Vision..."
https://kr.indeed.com/viewjob?jk=e11bc11a4d72cc54,MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonli...,POSTECH / Max Planck POSTECH/KOREA Res. Init. 대한민국,,"Experience in computer programming using C/C++ or FORTRAN, Python, Mathematica or Matlab, specially in parallelized schemes..."
https://kr.indeed.com/viewjob?jk=d585814d097935eb,카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오 4.2 성남 판교역,,"워크 서버 개발 경력 VoIP 기술에 대한 이해 우대 사항 음성 합성 또는 영상 합성 경험 MySQL, Python, JavaScript, Node.js 경험 서비스 운영 경험 ※ 카카오 기술 직군의 경우, 개발 경력 2..."
https://kr.indeed.com/viewjob?jk=ad1bf1198b168944,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌 대한민국,"연봉 32,510,000원 - 65,030,000원","비지니스회화 주요업무내용 1. 개발자 : 시스템개발 업무 수행 및 유지보수 ( JAVA, C#,.Net, Python,PHP) 2. 응용프로그래머 : 솔루션 개발/운영(Web, C#, iOS, Android, Delphi..."
https://kr.indeed.com/viewjob?jk=0eae6994662ce684,2018년 제2차 기상레이더센터 연구원(장애인) 특별,기상청 대한민국,,"Linux, C/C++, Fortran 등) - 가시화 개발이 가능한 자 (JAVA, CGI, PERL, PYTHON 등) - 관련분야 유경험자 1명 ﻿﻿ 2. 근무조건 가. 신 분 : 공무원의 사무를 보조하는..."
https://kr.indeed.com/viewjob?jk=8dfc9993e2aa9160,유저프로파일팀 - 데이터 모델러,Nexon 성남 분당구,,"데이터를 가치있게 활용할 수 있도록 가이드 합니다. - 주요 활용 tool : SQL, Zeppelin, Python, Scala, Tableau 지원자격 - (필수) 논리적이고 체계적인 문제 해결 및 커뮤니케이션 능력을..."
https://kr.indeed.com/viewjob?jk=b1ffea279b86061b,연구원(기간제 근로자),기상청 대한민국,,"우대 기상관련 프로그램(R, python등)사용 가능자 우대 인포그래픽... 나. 우대조건 통계 및 기상자료처리 유경험자 기상관련 프로그램(R, python등)사용 가능자 인포그래픽 관련 프로그램(포토샵, 일러스트레이터 등..."
https://kr.indeed.com/viewjob?jk=d6aa69c5fea27251,위치기반 게임플랫폼 서버 개발자 영입,라이프엠엠오 성남 분당구,,가능하신 분 *우대사항 - linux 활용 능력 - Redis 데이터 설계 및 관련 개발 가능하신 분 - python 개발 가능하신 분 - javascript 개발 가능하신 분 1 명 근무조건 직원 유형 : 정규직 근무지...
https://kr.indeed.com/viewjob?jk=2615f45e6f912c05,"Customer Solutions Engineer, Global Clie...",Google 4.3 서울,,"general purpose programming language (e.g., Java, C/C++, Python). Preferred qualifications: Experience... online..."
https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9,Data Analyst,레이니스트 서울,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com/viewjob?jk=6314fdeb26eb249f,[해외취업] S글로벌 디지털컨설팅 법인 소프트웨어 개발자 - 전세계 27...,아이씨엔그룹 대한민국,"연봉 29,000,000원 - 58,000,000원",외 자격요건  Deep Understanding and expertis in Java or PHP or Python Required  Knowledge of any major frameworks... Spring...
https://kr.indeed.com/viewjob?jk=6ed2963730d3c340,Systems Engineer,Hewlett Packard Enterprise 3.8 대전,,"Programming and scripting knowledge and experience (e.g. Perl, Python, C++, etc.) Ability to gather data, perform analysis..."
https://kr.indeed.com/viewjob?jk=20d40ee61adffeca,챗봇 플랫폼 개발자,카카오 4.2 성남 판교역,,"서비스에 대한 두려움이 없으신 분 서버 개발 Java, Scala, Kotlin 등의 JVM 기반 언어 및 Python을 이용해서 실서비스 개발 및 운영해보신 분 데이터 엔지니어 Kafka, Elasticsearch..."
https://kr.indeed.com/viewjob?jk=01b7f9d31e668163,Window Desktop Application Developer (C# / .NET),Bepro Company 서울,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=d760522e2b9e8e15,2016년도 상반기 국립기상과학원 기간제근로자(소프트웨어기사),기상청 대한민국,,"고사항 - 석사 이상, 기후모델자료 처리 유경험자 우대 - 유닉스 또는 리눅스 서버운영, C, Java, 또는 python 등 유경험자 우대 - 국가기상슈퍼컴센터 관사 이용 가능 - 자격 및 경력에 따른 보수 조정 가능 2..."
https://kr.indeed.com/viewjob?jk=0bce5c7e8c1e521d,경력직 - [피파온라인4] 테크니컬 아티스트,Electronic Arts 서울,,"Max script, Mel Script 1) - Understanding and utilizing C# or Python language - Experience creating or plug-in tools related..."
https://kr.indeed.com/viewjob?jk=6e76f9151e44ad64,[Search] 음악 추천 AI 기술 개발 신입/경력사원,네이버 대한민국,,"개발 (REST API/Kafka 스트림 처리 ) 분야에 대한 경험이 풍부하신 분 우대 · C, Java, Python, Scala 등 하나 이상의 언어에 능숙 하신 분 · 위 채용분야 관련 2 년 이상 실무 경험 또는 대학..."
https://kr.indeed.com/viewjob?jk=d2df92c32bd4a203,Software Engineer,Google 4.3 서울,,"languages including... limited to: C++, Java, C and Python. Experience in a wide variety of projects utilizing natural..."
https://kr.indeed.com/viewjob?jk=a03fdcac1dffb97a,데이터 분석가(팀원급),리디 서울,,"이해 및 활용 가능 데이터에 기반한 사고 능력 비즈니스 데이터 분석 실무 경험 데이터 처리 언어 (R, Python, Scala) 사용 경험 추가 정보 우대 사항 리디 서비스 사용 경험 통계 모델링 또는 머신러닝 경험..."
https://kr.indeed.com/viewjob?jk=b1c8dcf6b4990bbd,2020 전문연구요원 공개 채용,넷마블 서울 구로구,,"제작 과정을 고도화하기 위한 인공지능 기술 연구 개발 자격요건 * 보충역/전직 대상자에 한해 지원 가능 - Python, Java, C++ 등 한 가지 이상의 프로그래밍 언어 프레임워크 능력 - 디자인 패턴 기반 설계 및..."
https://kr.indeed.com/viewjob?jk=f281c810daf0e10d,카카오 네트워크 엔지니어,카카오 4.2 성남 판교역,,"있는 자신감 넘치시는 분 (기술, 응대 모든 면에서) 해외여행 결격사유 없는 분 선호 자격 bash, python 등을 이용한 인프라 관리 자동화 스크립트 가능하신 분 인프라 운영 및 관리 관련 Tool 개발/경험이 있으..."
https://kr.indeed.com/viewjob?jk=5c60d33a7ca304e1,주요정보통신기반시설 취약점분석평가 전문인력(경력),한국정보기술단 과천 과천시,,"자격요건] - 3년 이상 취약점분석평가 업무 경험자 - Shell, batch, Excel, VBA, Python 프로그램 개발 가능자 - 분석평가보고서, 제안서 작성 숙달자 - 기반보호법, 정보통신망법, 개인정보보호법 숙지..."
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners 서울,,background is a plus Programming capability is mandatory (i.e. Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=1701b26651bb739a,(주)넷타겟 Bio-IT 융합 연구소 AI 연구원,넷타겟 대전 유성구,"연봉 60,000,000원 - 90,000,000원","연어 처리 등 - 연구도구 Python 3, Jupyter Notebook... 그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|전자·기계·기술·화학·연구개발>바이오·식품공학>바이오|전자·기계·기술..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.2 성남 판교역,,"트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 C/C++/ Python 프로그래밍 숙련자 GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발... 키워드 프로그래밍 언어 Python, C/C++, Go, Java..."
https://kr.indeed.com/viewjob?jk=faf0422473d4188a,[Search] 쇼핑검색 AI 기술 개발 신입/경력사원,네이버 대한민국,,"design / Large-scale data processing [자격요건 및 우대사항] · C, Java, Python, Scala 등 하나 이상의 언어에 능숙 하신 분 · 위 채용분야 관련 2 년 이상 실무 경험 또는..."
https://kr.indeed.com/viewjob?jk=e286e08d5582feb3,[해외취업] AI/BI 엔지니어,유아솔류션즈 대한민국,,"고력과 도전적인 분 새로운 개발언어에 대한 적극적으로 습득의지가 강한 분 【우대스킬】 1) C/C++, Python,Perl 및 기타 프로그래밍 우대 2) 딥 러닝 도구(예：Tensorflow등등) 취급경력자 우대 3) AI..."
https://kr.indeed.com/viewjob?jk=3b752abecf619fe5,플랫폼 채팅모듈 개발자,Nexon 성남 분당구,,"대사항 - 대규모 동시 접속 및 고용량 데이터 처리 경험 - Unix/Linux 시스템에 대한 이해 - Python, Java, Event-Driven Framework에 대한 이해 - TCP/IP와 네트워크 프로그래밍..."
https://kr.indeed.com/viewjob?jk=fe383fbe18dc32e1,[Search] [Vision] Computer Vision Resear...,네이버 대한민국,,"스템 엔지니어링 · 스마트렌즈 , 이미지 / 동영상 검색 , 비주얼 커머스 서비스 고도화에 기여 [자격요건] · Python, C++, Golang, Scala 등의 백엔드 개발 언어를 1 개 이상 자유롭게 활용 가능한 분..."
https://kr.indeed.com/viewjob?jk=3d99c00c986d2c57,[Clova] Clova 서비스 서버 개발 경력사원,네이버 대한민국,,요건] - Backend 서비스 개발 경험 3 년 이상 또는 그에 준하는 역량을 보유하신 분 - Java/Go/ Python 중 1 개 이상의 프로그래밍 언어에 익숙하신 분 - 웹 / 모바일 서비스의 일반적인 아키텍쳐 이해 및...
https://kr.indeed.com/viewjob?jk=0c5adbe673bc3562,2019년도 기상청 기후과학국 공무직 근로자 (연장),기상청 대한민국,,"관계법령에 의하여 응시자격을 정지당하지 않은 자 대기과학 관련 분야로서 자료처리 및 그래픽 프로그래밍( Python, NCL, linux, 쉘(ksh)) 가능자 ※ 대기과학 관련분야: 기상학, 환경학, 지구과학, 물리학..."
https://kr.indeed.com/viewjob?jk=de8cadea16d4318a,[대형보험사] 데이터 분석가 (대리~차장급),커리어라임즈 서울,,"분석 프로그램 활용 : R, Python,SQL 등 [우대조건] - 관련... 인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝"
https://kr.indeed.com/viewjob?jk=90104004fabe2502,[Search] 글로벌 콘텐츠 검색/ AI 기술 개발 신입/경력사원,네이버 대한민국,,"대규모 로그 분석 및 관련 시스템 운영 · 콘텐츠 검색 서비스 개발 및 운영 필요역량 · C, Java, Python 등의 프로그래밍 언어 중 1 개 이상 자유자재로 다루시는 분 · Linux/Shell 및 Git 환경에..."
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,,래픽 처리를 위한 AWS 인프라 구축 • 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 • AWS...
https://kr.indeed.com/viewjob?jk=69b824318cebcbb9,Cross Border e-Commerce - Business Intel...,Shopee 서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=e9e86127df39c006,[Search] 검색 서버 개발 & DevOps 엔지니어 신입/경력사원,네이버 대한민국,,"Linux 환경에서의 개발 경험이 있으신 분 · C++, Go, Python 등 하나 이상의 프로그래밍 언어로 서버 개발이 가능하신 분 · 컨테이... 으신 분 · C++, Go, Python 등 프로그래밍 언어에 하나 이상..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=48090bdf1303bd76,매칭팀 - 데이터분석가,Nexon 성남 분당구,,및 대시보드 설계 지원자격 - (필수) 데이터 정제 및 머신러닝 기법 적용에 필요한 프로그래밍 능력 (R or Python) - (필수) SQL 기본 활용 능력 - (선택) Spark를 활용한 데이터 처리 및 분석 능력...
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=f63f8e25ab52a806,기간제 근로자,기상청 대한민국,,"o 앙상블 모델 결과 보 정기법 연구 o 석사 졸업이상 (NCL, Python, Fortran 유경험자 우대) 서울 1명 2. 근무조건 등... 자 마. 우대조건 NCL, Python, Fortran 경험자 우대..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 - Max script 또는 Mel Script의 사용 경험 - C# 또는 Python 언어에 대한 이해 및 활용 능력 - 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=b35da47f5e84c9b4,콘텐츠서비스개발팀 - 데이터분석가,Nexon 성남 분당구,,"적인 문제 해결 및 커뮤니케이션 능력 - 새로운 기술 습득에 능동적이고 거부감이 없는 분 우대사항 - Python , Scala 을 이용한 데이터분석 능력 - SQL 기본 활용 능력 - 통계 및 분석에 대한 이론 지식..."
https://kr.indeed.com/viewjob?jk=a39853230d5ceca8,Healthcare Real World Data Analyst 담당자,IQVIA 서울,,"HEOR 전반적인 업무 수행 Qualifications Claims Data 관련 분석 경력자 SAS / Python / R 등 통계 프로그래밍 언어 사용 가능자 통계학 전공자, 통계 및 Epidemiology 관련 석사..."
https://kr.indeed.com/viewjob?jk=1f754ccfbef4984e,[R&D] Industrial ROBOT - S/W 설계 (신입/경력),제우스 경기도 오산,,인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>C#...
https://kr.indeed.com/viewjob?jk=8ba3d9a97f33e180,자동차 전장부품 소프트웨어(SW) 개발 - 자동차부품 우량대기업,에스에프인촌 서울 강남구,,C++ / Javascript / Python 경험자 - EtherCAT... 로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=29fe737d11034db3,(주)웨이브웨어 2020 년도 신입사원 (개발자),웨이브웨어 대전 유성구,"연봉 25,000,000원 - 30,000,000원","유경험자 - keras/theano/tensorflow 유경험자 - python, java 유경험자 - lwjgl/jogl 을 이용한 OpenGL... tensorflow 유경험자 - python, java 유경험자..."
https://kr.indeed.com/viewjob?jk=7ef22311fbf5c3c0,[S/W] AI agent QA(Quality Assurance) Eng...,현대자동차그룹 4.4 대한민국,,"보유자 - 모바일 어플리케이션, 웹, 임베디드 환경 등 다양한 디바이스 환경에서의 QA 수행 경험 보유자 - Python / C++ / Java 등 프로그래밍 언어 개발 역량 보유자 전형절차 - 지원서 접수 서류전형 면접전형..."
https://kr.indeed.com/viewjob?jk=e58d815322b69ad8,2020년 제1회 예보국 공무직 근로자,기상청 대한민국,,"석사 학위 이상 소지자 - 기상기사, 전산 관련 자격증 소지자 - Python, Fortran 유경험자 국가태풍센터 (제주) 1명 태풍... 전산 관련 자격증 소지자 - Python, Fortran 유경험자 국가..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
